"workerid","rt","trial_type","trial_num","name","response","positive","endpoint_high","negation","sentence_type","adjective","referent","gender","superlative_endpoints","endpoint_low","antonym"
13,2977,"one_slider",14,"Lee",0.73,"wise","most wise","lexical","neg_antonym","not foolish","person","male",0,"most foolish","foolish"
13,2078,"one_slider",15,"Maya",0.32,"rich","richest","lexical","antonym","poor","person","female",1,"poorest","poor"
13,2025,"one_slider",16,"Kim",0.33,"hard-working","most hard-working","lexical","antonym","lazy","person","female",0,"most lazy","lazy"
14,3771,"one_slider",1,"Kim",0.38,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
14,2204,"one_slider",2,"Julia",0.5,"interesting","most interesting","morphological","antonym","uninteresting","person","female",0,"most uninteresting","uninteresting"
14,1319,"one_slider",3,"Michael",0.56,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
14,1238,"one_slider",4,"Angela",0.21,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
14,1407,"one_slider",5,"Claire",0.68,"educated","most educated","morphological","positive","educated","person","female",0,"most uneducated","uneducated"
14,1623,"one_slider",6,"Greg",0.53,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
14,1158,"one_slider",7,"Lucas",0.56,"beautiful","most beautiful","lexical","antonym","ugly","person","male",0,"most ugly","ugly"
14,1333,"one_slider",8,"Cameron",0.79,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","male",0,"most unattractive","unattractive"
14,1399,"one_slider",9,"Melinda",0.22,"wise","most wise","lexical","antonym","foolish","person","female",0,"most foolish","foolish"
14,1125,"one_slider",10,"Gabriel",0.6,"rich","richest","lexical","neg_antonym","not poor","person","male",1,"poorest","poor"
14,1273,"one_slider",11,"Alicia",0.39,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
14,1345,"one_slider",12,"Daniel",0.62,"polite","most polite","morphological","neg_positive","not polite","person","male",0,"most impolite","impolite"
14,1612,"one_slider",13,"Alexander",0.71,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
14,1219,"one_slider",14,"Kathleen",0.4,"successful","most successful","morphological","neg_positive","not successful","person","female",0,"most unsuccessful","unsuccessful"
14,1302,"one_slider",15,"Monica",0.65,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
14,1173,"one_slider",16,"Stephanie",0.36,"brave","most brave","lexical","neg_positive","not brave","person","female",0,"most cowardly","cowardly"
15,12404,"one_slider",1,"Lee",0.5,"interesting","most interesting","morphological","neg_positive","not interesting","person","male",0,"most uninteresting","uninteresting"
15,2316,"one_slider",2,"Alicia",0.79,"rich","richest","lexical","positive","rich","person","female",1,"poorest","poor"
15,2313,"one_slider",3,"Lucas",0.24,"polite","most polite","morphological","neg_positive","not polite","person","male",0,"most impolite","impolite"
15,1701,"one_slider",4,"Greg",0.68,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
15,2012,"one_slider",5,"Laura",0.46,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
15,2576,"one_slider",6,"Julia",0.28,"attractive","most attractive","morphological","antonym","unattractive","person","female",0,"most unattractive","unattractive"
15,1695,"one_slider",7,"Kim",0.75,"mature","most mature","morphological","positive","mature","person","female",0,"most immature","immature"
15,2749,"one_slider",8,"Monica",0.46,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","female",0,"most lazy","lazy"
15,2189,"one_slider",9,"Stephen",0.74,"wise","most wise","lexical","positive","wise","person","male",0,"most foolish","foolish"
15,2787,"one_slider",10,"Jennifer",0.38,"tall","tallest","lexical","neg_antonym","not short","person","female",1,"shortest","short"
15,1351,"one_slider",11,"Daniel",0.54,"educated","most educated","morphological","neg_antonym","not uneducated","person","male",0,"most uneducated","uneducated"
15,1918,"one_slider",12,"Melinda",0.32,"friendly","most friendly","morphological","antonym","unfriendly","person","female",0,"most unfriendly","unfriendly"
15,2472,"one_slider",13,"Stephanie",0.62,"intelligent","most intelligent","morphological","positive","intelligent","person","female",0,"most unintelligent","unintelligent"
15,1888,"one_slider",14,"Claire",0.28,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
15,6883,"one_slider",15,"William",0.67,"honest","most honest","morphological","neg_antonym","not dishonest","person","male",0,"most dishonest","dishonest"
15,2930,"one_slider",16,"Cameron",0.31,"brave","most brave","lexical","antonym","cowardly","person","male",0,"most cowardly","cowardly"
16,8715,"one_slider",1,"David",0.23,"proud","most proud","lexical","neg_positive","not proud","person","male",0,"most humble","humble"
16,4953,"one_slider",2,"Alexander",0.62,"fat","fattest","lexical","positive","fat","person","male",1,"skinniest","skinny"
16,3883,"one_slider",3,"Stephen",0.67,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
16,21981,"one_slider",4,"Daniel",0.59,"rich","richest","lexical","neg_antonym","not poor","person","male",1,"poorest","poor"
16,3966,"one_slider",5,"William",0.56,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","male",0,"most unfriendly","unfriendly"
16,3021,"one_slider",6,"Stephanie",0.23,"wise","most wise","lexical","antonym","foolish","person","female",0,"most foolish","foolish"
16,3578,"one_slider",7,"Monica",0.67,"intelligent","most intelligent","morphological","positive","intelligent","person","female",0,"most unintelligent","unintelligent"
16,4600,"one_slider",8,"Maya",0.27,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
16,3265,"one_slider",9,"Gabriel",0.21,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
16,3904,"one_slider",10,"Melinda",0.19,"successful","most successful","morphological","antonym","unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
16,4607,"one_slider",11,"Sophia",0.18,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
16,3858,"one_slider",12,"Veronica",0.58,"tall","tallest","lexical","neg_antonym","not short","person","female",1,"shortest","short"
16,6164,"one_slider",13,"Laura",0.66,"honest","most honest","morphological","neg_antonym","not dishonest","person","female",0,"most dishonest","dishonest"
16,4622,"one_slider",14,"Cameron",0.79,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
16,6406,"one_slider",15,"Alicia",0.24,"polite","most polite","morphological","antonym","impolite","person","female",0,"most impolite","impolite"
16,4645,"one_slider",16,"Kim",0.22,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
17,9851,"one_slider",1,"Sophia",0.81,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
17,6518,"one_slider",2,"Alexander",0.68,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
17,9478,"one_slider",3,"Lee",0.6,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
17,6655,"one_slider",4,"Alicia",0.08,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","female",0,"most lazy","lazy"
17,5874,"one_slider",5,"William",0.16,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","male",0,"most unintelligent","unintelligent"
17,6703,"one_slider",6,"Kathleen",0.18,"wise","most wise","lexical","antonym","foolish","person","female",0,"most foolish","foolish"
17,5020,"one_slider",7,"Julia",0.4,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
17,5207,"one_slider",8,"Lucas",0.11,"beautiful","most beautiful","lexical","antonym","ugly","person","male",0,"most ugly","ugly"
17,6385,"one_slider",9,"Stephen",0.32,"educated","most educated","morphological","antonym","uneducated","person","male",0,"most uneducated","uneducated"
17,8829,"one_slider",10,"Daniel",0.3,"friendly","most friendly","morphological","neg_positive","not friendly","person","male",0,"most unfriendly","unfriendly"
17,4533,"one_slider",11,"David",0.87,"proud","most proud","lexical","positive","proud","person","male",0,"most humble","humble"
17,6594,"one_slider",12,"Cameron",0.64,"honest","most honest","morphological","neg_antonym","not dishonest","person","male",0,"most dishonest","dishonest"
17,5037,"one_slider",13,"Monica",0.86,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
17,5129,"one_slider",14,"Michelle",0.33,"mature","most mature","morphological","antonym","immature","person","female",0,"most immature","immature"
17,7381,"one_slider",15,"Veronica",0.9,"brave","most brave","lexical","neg_antonym","not cowardly","person","female",0,"most cowardly","cowardly"
17,3976,"one_slider",16,"Michael",0.73,"attractive","most attractive","morphological","positive","attractive","person","male",0,"most unattractive","unattractive"
18,8859,"one_slider",1,"Michael",0.18,"wise","most wise","lexical","neg_positive","not wise","person","male",0,"most foolish","foolish"
18,3202,"one_slider",2,"Alexander",0.74,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
18,3473,"one_slider",3,"Lucas",0.71,"brave","most brave","lexical","positive","brave","person","male",0,"most cowardly","cowardly"
18,4483,"one_slider",4,"Angela",0.85,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
18,4250,"one_slider",5,"Lee",0.79,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
18,3947,"one_slider",6,"Gabriel",0.24,"rich","richest","lexical","neg_positive","not rich","person","male",1,"poorest","poor"
18,4082,"one_slider",7,"Greg",0.77,"tall","tallest","lexical","positive","tall","person","male",1,"shortest","short"
18,3082,"one_slider",8,"Sophia",0.72,"fat","fattest","lexical","neg_antonym","not skinny","person","female",1,"skinniest","skinny"
18,3469,"one_slider",9,"Claire",0.71,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","female",0,"most uninteresting","uninteresting"
18,3567,"one_slider",10,"Daniel",0.15,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
18,5178,"one_slider",11,"David",0.24,"friendly","most friendly","morphological","neg_positive","not friendly","person","male",0,"most unfriendly","unfriendly"
18,5612,"one_slider",12,"Cameron",0.2,"successful","most successful","morphological","antonym","unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
18,4116,"one_slider",13,"Maya",0.22,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
18,3951,"one_slider",14,"Kathleen",0.2,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
18,4540,"one_slider",15,"William",0.69,"happy","happiest","morphological","neg_antonym","not unhappy","person","male",1,"unhappiest","unhappy"
18,3885,"one_slider",16,"Jennifer",0.19,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
19,22067,"one_slider",1,"Cameron",0.39,"successful","most successful","morphological","neg_positive","not successful","person","male",0,"most unsuccessful","unsuccessful"
19,7409,"one_slider",2,"Gabriel",0.32,"proud","most proud","lexical","antonym","humble","person","male",0,"most humble","humble"
19,4900,"one_slider",3,"Julia",0.86,"beautiful","most beautiful","lexical","positive","beautiful","person","female",0,"most ugly","ugly"
19,3905,"one_slider",4,"Laura",0.87,"honest","most honest","morphological","positive","honest","person","female",0,"most dishonest","dishonest"
19,3551,"one_slider",5,"Michelle",0.88,"hard-working","most hard-working","lexical","positive","hard-working","person","female",0,"most lazy","lazy"
19,2668,"one_slider",6,"Veronica",0.18,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
19,3544,"one_slider",7,"David",0.34,"brave","most brave","lexical","neg_positive","not brave","person","male",0,"most cowardly","cowardly"
19,4947,"one_slider",8,"Monica",0.46,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
