"workerid","rt","trial_type","trial_num","name","positive","negation","sentence_type","adjective","referent","gender","response","antonym"
35,5367,"one_slider",19,"Michelle","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.5,"skinny"
35,3767,"one_slider",20,"Claire","brave","lexical","antonym","cowardly","person","female",0,"cowardly"
35,9415,"one_slider",21,"Eric","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","male",0.52,"poor"
35,4271,"one_slider",22,"Greg","friendly","morphological","neg_positive","not friendly","person","male",0.17,"unfriendly"
35,8824,"one_slider",23,"Stephanie","tolerant","morphological","neg_antonym","not intolerant","person","female",0.78,"intolerant"
35,3271,"one_slider",24,"Julia","fat","lexical","antonym","skinny","person","female",0.12,"skinny"
35,9990,"one_slider",25,"Daniel","tolerant","morphological","neg_positive","not tolerant","person","male",0.14,"intolerant"
35,8392,"one_slider",26,"Sophia","tall","lexical","positive","tall","person","female",0.86,"short"
35,4551,"one_slider",27,"David","honest","morphological","neg_positive","not honest","person","male",0.14,"dishonest"
35,4007,"one_slider",28,"Angela","brave","lexical","neg_antonym","not cowardly","person","female",0.63,"cowardly"
35,4240,"one_slider",29,"Veronica","rich","lexical","positive","rich","person","female",0.83,"poor"
35,4919,"one_slider",30,"John","educated","morphological","antonym","uneducated","person","male",0.1,"uneducated"
